order_id,marketplace_region,category,fabric,price_usd,discount_pct,is_premium,size_ordered,size_usual,size_mismatch,ordered_multiple_sizes,fit_type,customer_prior_orders,customer_prior_return_rate,avg_review_rating,num_reviews,reviews_read,size_chart_viewed,model_shown,is_gift,device,days_to_delivery,return_shipping_free,return_reason,returned
ORD011538,US,jacket,cotton,107.19,0,1,2,3,1,0,slim,6,0.167,3.84,98,1,0,0,0,mobile,3,1,not_returned,0
ORD011539,US,jacket,cotton_stretch,128.84,0,1,6,6,0,0,slim,9,0.235,3.5,114,0,0,0,0,mobile,7,0,not_returned,0
ORD011540,US,t_shirt,polyester,16.92,0,0,6,6,0,0,oversized,8,0.223,3.21,109,0,1,0,0,mobile,8,1,not_returned,0
ORD011541,NL,knitwear,blend,30.8,20,0,4,4,0,0,true_to_size,2,0.444,3.13,102,0,0,1,0,desktop,1,1,changed_mind,1
ORD011542,ES,accessories,blend,31.88,0,0,1,1,0,0,true_to_size,5,0.285,3.9,115,0,1,1,0,mobile,10,1,not_returned,0
ORD011543,PL,t_shirt,blend,28.93,0,0,1,1,0,0,true_to_size,5,0.369,4.96,115,0,1,1,0,tablet,1,0,not_returned,0
ORD011544,US,lingerie,denim,35.62,0,0,6,6,0,0,slim,4,0.344,3.79,118,1,0,1,0,mobile,7,1,not_returned,0
ORD011545,FR,jacket,cotton,122.28,10,1,0,0,0,0,oversized,3,0.216,3.7,117,1,0,1,1,desktop,10,1,not_returned,0
ORD011546,NL,dress,polyester,94.15,20,0,1,1,0,0,oversized,3,0.349,4.56,124,0,0,1,0,desktop,3,0,not_returned,0
ORD011547,FR,jeans,cotton_stretch,111.12,50,1,5,5,0,0,true_to_size,7,0.426,4.42,110,1,0,0,0,mobile,1,0,poor_fit,1
ORD011548,US,dress,jersey,109.77,0,1,6,6,0,0,slim,4,0.267,3.73,124,0,0,1,0,tablet,5,0,not_returned,0
ORD011549,UK,shoes,denim,89.19,0,0,0,0,0,0,true_to_size,4,0.589,4.62,141,1,0,1,0,mobile,6,1,not_returned,0
ORD011550,DE,jeans,cotton_stretch,102.31,0,1,5,5,0,0,oversized,5,0.407,3.72,109,0,1,0,0,mobile,9,0,not_returned,0
ORD011551,US,trousers,wool,63.77,10,0,1,2,1,0,oversized,7,0.193,4.04,124,0,1,0,0,mobile,9,1,size_too_small,1
ORD011552,UK,knitwear,denim,101.73,40,1,5,5,0,0,oversized,4,0.149,3.91,115,0,1,1,0,mobile,6,1,not_returned,0
ORD011553,DE,shoes,wool,83.0,10,0,0,0,0,1,true_to_size,8,0.118,3.63,122,1,1,0,0,tablet,3,0,not_returned,0
ORD011554,DE,accessories,cotton,50.19,10,0,0,0,0,0,regular,8,0.411,3.65,123,0,0,1,0,desktop,2,0,quality_defect,1
ORD011555,US,t_shirt,wool,25.56,0,0,2,3,1,1,regular,9,0.186,3.93,121,1,1,1,0,mobile,9,1,not_returned,0
ORD011556,DE,jacket,cotton,96.03,10,0,3,3,0,0,true_to_size,6,0.406,3.9,148,0,0,1,0,mobile,9,1,not_returned,0
ORD011557,US,dress,wool,47.53,10,0,3,3,0,1,true_to_size,3,0.4,2.98,141,0,0,1,0,desktop,8,1,not_returned,0
ORD011558,DE,jeans,cotton,46.95,10,0,0,0,0,0,slim,6,0.321,4.23,118,1,0,1,0,desktop,6,1,not_returned,0
ORD011559,NL,dress,cotton_stretch,44.65,20,0,3,3,0,0,slim,4,0.16,3.72,122,0,0,1,0,desktop,3,1,not_returned,0
ORD011560,UK,knitwear,cotton,116.48,0,1,4,3,1,0,slim,3,0.11,4.73,124,0,0,0,0,mobile,3,0,not_returned,0
ORD011561,UK,trousers,cotton,40.53,20,0,6,6,0,0,regular,2,0.234,4.17,135,1,0,1,0,desktop,3,0,not_returned,0
ORD011562,US,t_shirt,wool,31.01,30,0,2,2,0,0,oversized,6,0.081,3.97,115,1,1,0,0,mobile,7,1,not_returned,0
ORD011563,US,t_shirt,denim,24.81,40,0,6,6,0,0,slim,9,0.165,4.86,118,0,0,1,1,mobile,9,1,not_returned,0
ORD011564,ES,t_shirt,silk,12.48,30,0,4,2,2,0,oversized,9,0.3,4.95,123,1,0,1,0,mobile,1,1,not_returned,0
ORD011565,FR,dress,wool,166.61,10,1,4,6,2,0,slim,4,0.217,3.3,133,1,1,0,0,mobile,6,1,size_too_small,1
ORD011566,UK,dress,cotton,121.31,10,1,5,3,2,0,true_to_size,6,0.277,3.95,138,1,0,1,0,mobile,7,1,size_too_large,1
ORD011567,UK,dress,cotton_stretch,86.85,10,0,6,5,1,0,slim,7,0.359,4.56,124,0,1,0,0,mobile,6,1,size_too_large,1
ORD011568,CN,dress,linen,80.49,50,0,6,6,0,1,regular,4,0.347,3.73,131,1,0,1,0,desktop,1,1,not_returned,0
ORD011569,ES,trousers,denim,78.28,20,0,0,0,0,0,slim,3,0.337,4.76,100,0,0,0,0,mobile,9,1,not_returned,0
ORD011570,US,shoes,polyester,76.47,0,0,6,4,2,0,slim,10,0.389,3.39,128,1,0,1,1,mobile,7,1,size_too_large,1
ORD011571,NL,activewear,jersey,54.36,20,0,0,0,0,0,regular,8,0.381,4.26,131,1,1,1,0,desktop,11,1,not_returned,0
ORD011572,IT,knitwear,cotton,76.02,0,0,0,1,1,0,true_to_size,1,0.032,3.86,123,0,0,1,0,desktop,3,0,not_returned,0
ORD011573,FR,dress,blend,91.89,10,0,3,3,0,0,regular,6,0.287,4.08,118,1,1,1,0,mobile,4,1,not_returned,0
ORD011574,FR,shoes,cotton_stretch,74.91,0,0,3,3,0,1,true_to_size,4,0.318,3.84,109,1,0,0,1,desktop,2,0,not_returned,0
ORD011575,ES,trousers,linen,73.12,20,0,6,6,0,0,slim,6,0.397,3.9,130,1,0,0,1,desktop,8,1,not_returned,0
ORD011576,FR,trousers,cotton,23.15,0,0,4,4,0,1,slim,6,0.405,4.59,109,1,0,0,0,desktop,4,0,not_returned,0
ORD011577,US,activewear,polyester,53.45,20,0,0,0,0,0,regular,3,0.226,3.23,118,0,0,1,0,desktop,6,0,not_returned,0
ORD011578,ES,knitwear,jersey,56.93,0,0,0,0,0,0,regular,7,0.269,4.74,119,0,0,1,0,mobile,10,1,not_returned,0
ORD011579,CN,t_shirt,blend,21.39,40,0,2,2,0,0,oversized,2,0.173,3.7,104,0,0,0,0,desktop,10,1,not_returned,0
ORD011580,NL,t_shirt,polyester,32.17,0,0,3,3,0,0,slim,5,0.253,3.79,129,1,1,0,0,mobile,1,1,not_returned,0
ORD011581,ES,activewear,cotton_stretch,39.53,20,0,0,2,2,0,regular,3,0.154,4.08,113,0,1,0,0,tablet,8,0,not_returned,0
ORD011582,DE,t_shirt,cotton,29.52,30,0,2,1,1,0,slim,10,0.466,3.52,113,1,0,0,0,mobile,7,1,not_returned,0
ORD011583,DE,dress,denim,74.47,20,0,6,5,1,0,regular,11,0.337,3.01,109,1,0,1,0,mobile,8,0,size_too_large,1
ORD011584,NL,lingerie,wool,32.55,0,0,1,0,1,0,true_to_size,7,0.133,4.05,133,1,1,0,0,desktop,1,1,size_too_large,1
ORD011585,PL,trousers,blend,59.72,20,0,3,3,0,0,oversized,6,0.456,4.49,137,1,0,1,0,desktop,11,1,not_returned,0
ORD011586,PL,trousers,denim,39.41,0,0,6,5,1,1,true_to_size,5,0.299,4.62,114,0,1,1,1,mobile,11,0,poor_fit,1
ORD011587,US,dress,cotton_stretch,60.65,0,0,1,1,0,0,regular,5,0.373,4.16,120,1,1,1,0,desktop,8,1,not_returned,0
ORD011588,UK,lingerie,polyester,41.26,20,0,2,2,0,0,slim,6,0.322,4.26,126,0,0,1,0,mobile,1,1,not_returned,0
ORD011589,UK,dress,blend,112.55,40,1,2,0,2,1,regular,7,0.478,4.06,136,1,0,0,0,mobile,4,1,changed_mind,1
ORD011590,NL,shoes,silk,126.97,20,1,0,0,0,0,regular,5,0.401,3.37,131,1,0,1,0,mobile,10,0,not_returned,0
ORD011591,ES,jeans,wool,120.77,10,1,3,3,0,0,oversized,0,0.39,4.6,113,0,0,1,0,mobile,2,1,poor_fit,1
ORD011592,DE,shoes,denim,133.97,20,1,0,1,1,0,regular,5,0.099,4.39,110,0,0,0,0,mobile,11,0,not_returned,0
ORD011593,FR,trousers,linen,36.32,30,0,3,3,0,0,regular,4,0.417,3.82,119,1,1,1,0,desktop,3,1,not_returned,0
ORD011594,CN,jeans,polyester,75.33,0,0,2,2,0,0,oversized,8,0.068,3.8,122,0,1,1,0,mobile,10,1,not_returned,0
ORD011595,IT,accessories,jersey,53.55,20,0,2,2,0,1,regular,9,0.729,4.0,118,0,1,1,0,mobile,5,0,quality_defect,1
ORD011596,ES,jacket,cotton,138.92,20,1,4,4,0,0,regular,5,0.161,3.99,98,1,1,1,0,desktop,6,0,not_returned,0
ORD011597,IT,accessories,jersey,46.16,20,0,0,1,1,0,regular,4,0.239,4.09,126,1,0,1,1,mobile,10,0,not_returned,0
ORD011598,US,jeans,wool,101.68,0,1,4,4,0,0,regular,8,0.341,4.25,125,0,0,1,0,desktop,4,1,not_returned,0
ORD011599,CN,knitwear,jersey,101.08,30,0,5,5,0,0,slim,3,0.321,3.79,131,1,1,0,0,desktop,10,1,wrong_color,1
ORD011600,US,lingerie,blend,76.72,20,0,0,0,0,0,slim,2,0.358,4.93,98,1,0,1,0,mobile,4,1,not_returned,0
ORD011601,IT,jeans,blend,47.73,30,0,6,4,2,0,regular,9,0.099,3.99,115,0,1,1,0,mobile,7,1,size_too_large,1
ORD011602,UK,shoes,wool,143.25,40,1,4,5,1,0,slim,5,0.541,5.0,112,0,0,0,0,mobile,8,1,size_too_small,1
ORD011603,UK,shoes,blend,111.32,20,1,5,3,2,0,regular,5,0.102,4.63,110,0,0,1,0,desktop,11,0,poor_fit,1
ORD011604,FR,trousers,jersey,55.31,10,0,1,2,1,0,true_to_size,6,0.407,4.48,115,0,1,1,0,mobile,8,1,size_too_small,1
ORD011605,UK,trousers,blend,68.01,20,0,2,4,2,0,slim,5,0.215,4.08,99,1,0,1,1,mobile,4,1,wrong_color,1
ORD011606,UK,accessories,silk,33.35,30,0,3,3,0,0,regular,7,0.066,3.65,128,0,0,1,0,desktop,4,1,not_returned,0
ORD011607,FR,jacket,polyester,180.56,0,1,2,3,1,0,true_to_size,11,0.091,4.4,113,0,0,1,0,mobile,6,0,not_returned,0
ORD011608,CN,dress,cotton,38.11,20,0,2,2,0,0,regular,4,0.589,3.92,118,1,1,0,0,mobile,4,1,not_returned,0
ORD011609,UK,lingerie,cotton_stretch,26.83,0,0,3,4,1,0,slim,5,0.252,4.15,125,0,1,1,0,mobile,3,1,not_returned,0
ORD011610,UK,accessories,cotton_stretch,18.62,40,0,0,0,0,1,oversized,3,0.497,4.11,125,0,0,0,0,mobile,8,1,poor_fit,1
ORD011611,ES,jacket,silk,135.64,10,1,6,5,1,0,regular,7,0.413,3.85,113,0,0,0,0,desktop,1,0,not_returned,0
ORD011612,DE,trousers,cotton_stretch,37.77,0,0,0,1,1,0,regular,8,0.348,4.54,108,1,0,1,0,desktop,2,1,size_too_small,1
ORD011613,US,t_shirt,denim,28.02,10,0,0,0,0,1,regular,11,0.338,4.73,94,0,0,1,0,mobile,2,0,not_returned,0
ORD011614,UK,jeans,silk,55.68,30,0,4,5,1,0,regular,8,0.387,3.83,119,0,0,1,0,tablet,10,1,size_too_small,1
ORD011615,IT,trousers,polyester,59.44,0,0,1,1,0,1,regular,5,0.269,3.85,124,0,1,1,0,mobile,4,0,not_returned,0
ORD011616,FR,jeans,cotton,39.66,0,0,5,3,2,1,regular,6,0.506,4.51,128,0,0,1,0,desktop,6,1,size_too_large,1
ORD011617,UK,t_shirt,cotton_stretch,32.07,10,0,1,1,0,0,oversized,5,0.118,3.62,119,0,1,1,0,mobile,2,1,not_returned,0
ORD011618,UK,shoes,polyester,163.9,20,1,4,4,0,0,regular,3,0.46,4.37,126,0,1,1,1,mobile,11,0,wrong_color,1
ORD011619,DE,jeans,denim,100.9,40,0,5,6,1,1,true_to_size,8,0.097,4.05,118,0,0,0,0,desktop,8,1,size_too_small,1
ORD011620,US,accessories,jersey,42.13,50,0,1,1,0,0,slim,0,0.41,2.87,121,0,0,1,0,mobile,1,1,poor_fit,1
ORD011621,PL,jacket,cotton,231.62,20,1,1,1,0,0,regular,4,0.531,3.74,120,1,0,0,0,mobile,3,1,quality_defect,1
ORD011622,PL,knitwear,denim,77.43,30,0,2,3,1,0,oversized,4,0.179,4.22,125,0,0,1,0,mobile,4,0,not_returned,0
ORD011623,US,knitwear,jersey,64.98,30,0,2,2,0,1,regular,7,0.149,4.88,114,1,0,1,0,mobile,8,0,not_returned,0
ORD011624,CN,jeans,polyester,39.44,10,0,3,4,1,0,true_to_size,2,0.334,4.02,104,1,0,0,0,mobile,9,1,not_returned,0
ORD011625,UK,dress,cotton,79.16,40,0,4,5,1,0,regular,6,0.12,3.93,123,0,0,1,0,desktop,11,1,not_returned,0
ORD011626,DE,jacket,blend,80.52,20,0,1,1,0,1,regular,5,0.372,4.59,113,0,1,1,0,desktop,3,0,quality_defect,1
ORD011627,US,dress,jersey,102.39,0,1,2,3,1,0,true_to_size,4,0.68,4.01,124,0,0,0,0,desktop,3,1,size_too_small,1
ORD011628,US,jeans,wool,87.62,20,0,4,5,1,0,true_to_size,9,0.084,4.33,132,1,0,1,0,mobile,1,1,not_returned,0
ORD011629,UK,activewear,polyester,44.49,50,0,5,4,1,0,regular,6,0.378,4.58,133,1,1,1,0,desktop,7,0,wrong_color,1
ORD011630,US,jeans,jersey,60.88,50,0,5,5,0,0,true_to_size,5,0.515,4.57,129,0,1,1,0,mobile,8,1,not_returned,0
ORD011631,US,shoes,polyester,93.73,40,0,0,0,0,1,slim,5,0.257,3.1,135,0,0,1,0,mobile,11,1,not_returned,0
ORD011632,DE,dress,wool,46.95,30,0,2,4,2,0,true_to_size,5,0.071,3.94,145,1,0,1,0,mobile,1,0,size_too_small,1
ORD011633,DE,activewear,blend,57.72,40,0,4,4,0,0,slim,4,0.184,3.75,128,0,1,1,1,mobile,5,1,not_returned,0
ORD011634,CN,trousers,blend,78.99,0,0,6,6,0,1,regular,4,0.558,3.82,109,1,1,1,0,desktop,9,1,not_returned,0
ORD011635,DE,t_shirt,polyester,43.86,0,0,0,1,1,0,regular,7,0.234,4.39,123,1,0,1,0,desktop,4,0,not_returned,0
ORD011636,CN,t_shirt,denim,24.88,20,0,6,6,0,0,regular,8,0.375,3.83,107,0,1,1,0,mobile,11,1,not_returned,0
ORD011637,CN,accessories,wool,52.26,0,0,3,2,1,0,regular,5,0.052,3.97,112,0,0,1,0,desktop,3,1,not_returned,0
ORD011638,NL,t_shirt,wool,15.06,0,0,5,6,1,0,regular,8,0.42,3.82,102,0,0,1,0,mobile,7,1,size_too_small,1
ORD011639,CN,t_shirt,blend,22.82,0,0,0,2,2,0,regular,7,0.138,4.67,108,1,0,1,0,desktop,8,1,not_returned,0
ORD011640,CN,dress,cotton_stretch,74.22,40,0,0,0,0,0,true_to_size,6,0.663,4.29,119,0,0,0,0,mobile,5,1,quality_defect,1
ORD011641,DE,lingerie,jersey,43.85,20,0,3,2,1,0,regular,7,0.512,4.39,116,1,0,1,0,desktop,10,1,not_returned,0
ORD011642,ES,knitwear,polyester,86.58,0,0,2,1,1,0,true_to_size,3,0.183,3.87,122,1,1,0,0,mobile,4,1,not_returned,0
ORD011643,FR,lingerie,silk,31.78,0,0,4,5,1,0,true_to_size,5,0.59,4.41,130,1,1,1,0,mobile,11,1,not_returned,0
ORD011644,NL,jeans,wool,155.31,10,1,1,2,1,0,slim,6,0.222,3.95,112,0,1,1,0,desktop,5,0,size_too_small,1
ORD011645,UK,lingerie,linen,14.0,30,0,0,1,1,0,true_to_size,7,0.25,4.02,118,0,0,1,0,mobile,1,1,size_too_small,1
ORD011646,CN,knitwear,jersey,85.43,10,0,3,3,0,0,regular,4,0.457,3.61,114,0,1,1,0,mobile,1,0,not_returned,0
ORD011647,FR,jacket,linen,73.43,40,0,5,6,1,0,oversized,3,0.416,3.73,114,0,1,1,0,mobile,3,1,size_too_small,1
ORD011648,ES,lingerie,wool,41.02,0,0,4,4,0,0,slim,8,0.262,3.83,122,1,1,0,0,desktop,4,0,not_returned,0
ORD011649,CN,lingerie,jersey,20.51,10,0,5,5,0,0,regular,5,0.389,4.24,109,0,0,1,0,mobile,10,1,wrong_color,1
ORD011650,UK,shoes,blend,95.96,30,0,1,1,0,0,regular,8,0.348,3.83,124,1,1,1,0,mobile,2,1,not_returned,0
ORD011651,DE,knitwear,cotton_stretch,94.59,10,0,5,5,0,1,oversized,5,0.191,3.3,112,0,1,1,0,mobile,1,1,not_returned,0
ORD011652,US,jacket,cotton,95.29,0,0,1,0,1,0,regular,8,0.594,4.71,122,0,0,1,0,mobile,10,1,not_returned,0
ORD011653,PL,jeans,wool,63.36,10,0,0,0,0,0,slim,9,0.466,3.61,116,0,1,0,0,mobile,4,1,not_returned,0
ORD011654,IT,jacket,cotton,100.49,10,0,0,0,0,0,slim,11,0.38,3.67,118,1,0,1,0,tablet,1,0,not_returned,0
ORD011655,US,t_shirt,cotton,19.46,50,0,3,1,2,0,slim,6,0.232,3.73,112,1,0,1,0,desktop,2,0,not_returned,0
ORD011656,PL,shoes,jersey,80.4,0,0,1,2,1,0,regular,6,0.48,3.93,126,1,0,1,0,desktop,7,1,size_too_small,1
ORD011657,PL,dress,jersey,117.03,10,1,2,2,0,0,regular,7,0.502,4.79,110,0,0,1,0,desktop,4,1,not_returned,0
ORD011658,UK,jeans,cotton,81.71,50,0,4,6,2,0,regular,4,0.146,4.44,113,1,1,1,0,mobile,6,1,poor_fit,1
ORD011659,CN,trousers,polyester,35.13,10,0,5,5,0,0,regular,5,0.13,4.74,113,0,0,1,0,desktop,5,1,not_returned,0
ORD011660,PL,trousers,cotton_stretch,55.73,30,0,5,5,0,0,oversized,11,0.451,3.37,103,1,1,0,0,tablet,6,1,not_returned,0
ORD011661,DE,trousers,polyester,40.28,20,0,5,5,0,0,slim,12,0.271,4.1,128,1,0,1,0,mobile,10,0,not_returned,0
ORD011662,IT,jeans,polyester,34.96,0,0,5,4,1,0,true_to_size,4,0.242,4.45,120,0,0,0,0,desktop,5,1,size_too_large,1
ORD011663,IT,jacket,cotton,183.82,0,1,2,2,0,0,true_to_size,2,0.281,3.55,109,1,0,0,1,mobile,3,1,changed_mind,1
ORD011664,US,jacket,wool,99.75,40,0,3,3,0,0,regular,8,0.5,4.24,120,0,0,0,0,mobile,8,1,not_returned,0
ORD011665,ES,t_shirt,cotton_stretch,31.8,30,0,3,5,2,1,regular,7,0.302,3.89,118,0,1,0,0,mobile,7,1,size_too_small,1
ORD011666,UK,t_shirt,denim,20.22,10,0,0,1,1,0,slim,7,0.059,4.12,127,1,0,0,0,desktop,9,1,not_returned,0
ORD011667,US,knitwear,denim,158.68,0,1,0,1,1,0,true_to_size,5,0.173,4.02,134,0,0,1,0,mobile,8,0,not_returned,0
ORD011668,US,knitwear,blend,75.32,50,0,5,5,0,0,true_to_size,3,0.182,4.14,111,0,0,1,0,mobile,6,1,not_returned,0
ORD011669,DE,trousers,silk,44.83,30,0,3,3,0,0,true_to_size,2,0.116,4.11,130,0,0,1,0,desktop,8,1,not_returned,0
ORD011670,ES,trousers,cotton,47.44,0,0,4,5,1,1,regular,11,0.511,4.35,131,0,1,1,0,desktop,6,0,size_too_small,1
ORD011671,PL,jeans,cotton_stretch,90.05,0,0,3,3,0,0,regular,6,0.358,3.8,148,0,0,0,0,mobile,4,1,not_returned,0
ORD011672,US,knitwear,jersey,85.31,30,0,3,3,0,0,regular,9,0.044,4.56,134,1,0,1,0,mobile,9,1,not_returned,0
ORD011673,US,trousers,cotton,34.84,0,0,1,1,0,0,slim,6,0.459,3.31,111,0,0,1,0,tablet,1,1,not_returned,0
ORD011674,DE,activewear,polyester,39.68,20,0,3,3,0,0,regular,2,0.253,4.88,130,1,1,1,0,mobile,4,1,not_returned,0
ORD011675,PL,jacket,denim,68.29,30,0,6,6,0,0,slim,10,0.131,3.6,112,1,1,1,0,mobile,11,0,not_returned,0
ORD011676,DE,jeans,wool,68.07,20,0,0,0,0,0,slim,4,0.246,4.03,106,0,0,1,1,mobile,11,1,poor_fit,1
ORD011677,US,t_shirt,cotton,38.73,30,0,5,5,0,0,true_to_size,12,0.426,4.23,101,1,0,1,1,mobile,10,0,not_returned,0
ORD011678,ES,lingerie,polyester,37.15,10,0,2,1,1,1,regular,7,0.203,4.71,143,1,1,0,0,desktop,7,1,not_returned,0
ORD011679,CN,trousers,silk,60.95,0,0,1,2,1,0,regular,6,0.518,4.32,125,1,1,0,0,desktop,5,1,size_too_small,1
ORD011680,DE,lingerie,cotton,23.99,0,0,0,0,0,1,slim,5,0.147,4.16,96,0,0,0,0,mobile,9,1,not_returned,0
ORD011681,UK,jacket,jersey,193.29,10,1,0,1,1,0,regular,2,0.068,3.31,123,0,1,1,0,desktop,8,1,not_returned,0
ORD011682,ES,t_shirt,linen,39.33,10,0,1,2,1,0,regular,5,0.46,3.96,123,0,1,1,0,mobile,5,1,changed_mind,1
ORD011683,ES,t_shirt,cotton_stretch,17.96,0,0,5,4,1,1,regular,7,0.567,3.97,125,0,0,1,0,mobile,8,0,size_too_large,1
ORD011684,NL,activewear,cotton,29.1,10,0,0,0,0,0,regular,6,0.298,3.3,134,1,0,1,0,mobile,8,1,not_returned,0
ORD011685,ES,knitwear,cotton,71.22,10,0,0,1,1,0,true_to_size,7,0.205,3.98,108,0,0,0,1,mobile,4,1,not_returned,0
ORD011686,NL,activewear,blend,107.52,0,1,6,6,0,0,slim,4,0.337,3.91,130,1,1,1,0,desktop,7,1,not_returned,0
ORD011687,CN,t_shirt,silk,21.71,10,0,1,2,1,0,oversized,6,0.326,3.49,122,1,0,0,0,tablet,3,1,not_returned,0
ORD011688,US,knitwear,polyester,91.5,40,0,2,2,0,0,regular,6,0.469,3.99,140,1,0,1,0,mobile,10,1,not_returned,0
ORD011689,DE,t_shirt,jersey,26.65,10,0,3,5,2,0,true_to_size,7,0.157,4.1,126,1,1,0,0,desktop,10,1,not_returned,0
ORD011690,IT,trousers,jersey,44.15,10,0,5,6,1,0,true_to_size,10,0.122,3.4,132,0,1,0,0,mobile,3,1,size_too_small,1
ORD011691,DE,jeans,polyester,75.09,30,0,2,1,1,0,true_to_size,4,0.113,5.0,127,0,0,1,1,mobile,4,1,not_returned,0
ORD011692,US,accessories,polyester,22.27,40,0,4,5,1,0,oversized,11,0.158,4.53,124,0,0,1,0,mobile,5,0,not_returned,0
ORD011693,US,knitwear,cotton_stretch,197.77,0,1,3,3,0,0,slim,8,0.149,4.19,115,0,0,1,0,mobile,3,1,not_returned,0
ORD011694,ES,lingerie,jersey,52.21,40,0,5,6,1,0,slim,3,0.386,4.82,122,1,0,0,0,desktop,1,1,not_returned,0
ORD011695,US,jeans,cotton,70.21,20,0,2,2,0,0,true_to_size,5,0.02,3.44,120,0,1,1,0,mobile,11,0,not_returned,0
ORD011696,UK,activewear,linen,32.43,10,0,6,6,0,0,true_to_size,5,0.315,3.61,99,0,0,0,1,desktop,10,1,not_returned,0
ORD011697,CN,jacket,wool,161.64,0,1,6,6,0,0,regular,4,0.504,4.7,120,0,0,1,1,desktop,11,1,not_returned,0
ORD011698,UK,jacket,blend,127.94,50,1,2,2,0,0,slim,6,0.429,3.8,144,0,0,0,0,desktop,3,1,not_returned,0
ORD011699,US,activewear,jersey,50.88,40,0,6,6,0,0,oversized,4,0.513,3.5,113,0,0,1,0,desktop,7,1,not_returned,0
ORD011700,CN,t_shirt,polyester,26.19,20,0,6,6,0,0,slim,15,0.113,4.58,131,1,0,1,0,desktop,8,1,not_returned,0
ORD011701,UK,dress,cotton,50.34,50,0,6,5,1,0,regular,9,0.389,3.06,115,1,0,0,1,desktop,9,0,size_too_large,1
ORD011702,US,activewear,polyester,57.82,50,0,2,2,0,1,true_to_size,6,0.206,4.54,125,1,0,1,0,desktop,6,1,not_returned,0
ORD011703,UK,shoes,polyester,69.06,0,0,3,4,1,0,regular,5,0.49,4.6,103,0,0,1,0,mobile,5,1,size_too_small,1
ORD011704,PL,trousers,cotton_stretch,56.43,40,0,0,0,0,0,regular,7,0.538,4.13,124,0,0,1,0,desktop,8,1,not_returned,0
ORD011705,FR,lingerie,wool,18.75,0,0,4,5,1,0,slim,3,0.146,4.09,128,0,0,0,0,mobile,9,0,not_returned,0
ORD011706,FR,knitwear,cotton,113.05,20,1,6,5,1,0,regular,3,0.42,3.68,139,0,0,1,1,mobile,8,0,not_returned,0
ORD011707,US,trousers,cotton_stretch,38.07,20,0,0,0,0,1,true_to_size,9,0.566,3.72,100,1,1,1,0,mobile,1,1,not_returned,0
ORD011708,US,lingerie,linen,39.65,20,0,5,5,0,0,regular,5,0.117,3.96,97,1,0,1,0,desktop,8,0,not_returned,0
ORD011709,DE,t_shirt,blend,50.27,20,0,6,6,0,0,true_to_size,5,0.227,4.07,126,1,0,1,0,mobile,6,0,not_returned,0
ORD011710,CN,t_shirt,jersey,28.6,20,0,6,5,1,0,regular,5,0.37,3.56,108,0,1,0,0,mobile,2,1,not_returned,0
ORD011711,CN,dress,blend,85.08,20,0,5,5,0,0,regular,7,0.252,3.25,101,0,1,1,0,desktop,3,0,not_returned,0
ORD011712,US,shoes,linen,87.35,20,0,6,6,0,0,regular,5,0.342,3.76,119,0,1,1,1,desktop,10,0,not_returned,0
ORD011713,NL,knitwear,wool,69.14,50,0,3,3,0,1,slim,3,0.679,3.84,111,1,1,1,0,mobile,5,1,changed_mind,1
ORD011714,FR,knitwear,silk,101.73,10,1,5,5,0,0,oversized,2,0.316,4.11,134,0,1,1,0,desktop,10,1,not_returned,0
ORD011715,IT,activewear,polyester,40.31,20,0,1,2,1,1,regular,6,0.488,4.76,123,0,1,1,0,desktop,6,1,size_too_small,1
ORD011716,NL,knitwear,cotton,80.15,0,0,6,6,0,0,regular,6,0.478,4.12,113,0,1,1,0,desktop,6,1,not_returned,0
ORD011717,ES,jacket,wool,161.52,10,1,1,1,0,0,slim,2,0.129,4.56,123,0,0,0,0,tablet,4,1,not_returned,0
ORD011718,DE,trousers,blend,35.15,10,0,3,4,1,0,oversized,8,0.178,3.79,117,1,0,1,0,desktop,4,1,poor_fit,1
ORD011719,PL,knitwear,cotton,70.51,0,0,0,0,0,1,regular,1,0.226,3.7,124,1,1,0,0,mobile,5,1,not_returned,0
ORD011720,ES,t_shirt,blend,19.02,0,0,0,0,0,0,slim,8,0.152,4.01,118,0,1,1,0,mobile,1,0,not_returned,0
ORD011721,NL,knitwear,jersey,123.21,40,1,2,2,0,0,slim,6,0.245,3.14,120,0,0,0,0,mobile,5,0,not_returned,0
ORD011722,US,accessories,jersey,40.56,10,0,0,0,0,0,regular,4,0.614,3.79,120,1,1,1,0,mobile,10,0,not_returned,0
ORD011723,UK,t_shirt,blend,38.41,0,0,3,2,1,0,regular,7,0.072,4.14,121,0,1,0,0,mobile,11,0,not_returned,0
ORD011724,DE,jeans,jersey,101.92,0,1,0,1,1,0,true_to_size,5,0.161,4.03,117,0,1,1,0,mobile,1,1,not_returned,0
ORD011725,IT,shoes,cotton,66.38,10,0,3,2,1,0,true_to_size,2,0.179,5.0,134,1,0,1,0,mobile,3,0,not_returned,0
ORD011726,UK,knitwear,denim,222.06,0,1,0,0,0,0,regular,9,0.252,4.88,114,1,0,1,0,mobile,8,0,not_returned,0
ORD011727,DE,shoes,polyester,113.17,40,1,6,5,1,0,regular,6,0.348,3.68,110,1,0,0,0,desktop,9,1,size_too_large,1
ORD011728,NL,dress,cotton_stretch,140.18,10,1,4,3,1,0,slim,7,0.273,4.28,115,0,1,0,0,desktop,11,1,not_returned,0
